"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.490031542E1,-2.253039780E1,7.617658997E0,3.699002884E1,4.397624116E1
4.491028742E1,-2.267065613E1,7.013215942E0,3.240506332E1,4.016505915E1
4.492026042E1,-2.114442993E1,6.241869965E0,2.715802460E1,3.498008230E1
4.493023242E1,-1.814751205E1,4.585863647E0,2.241528717E1,2.920286695E1
4.494020542E1,-1.439840836E1,4.034560089E0,1.869133118E1,2.393653483E1
4.495017842E1,-1.061023590E1,4.093687134E0,1.644959290E1,1.999811208E1
4.496015042E1,-7.007677460E0,4.106410675E0,1.478999405E1,1.687347255E1
4.497012342E1,-3.991749115E0,3.538641357E0,1.309701462E1,1.414170554E1
4.498009542E1,-2.123933258E0,3.105891266E0,1.223495728E1,1.280046220E1
4.499006842E1,-7.203021240E-1,2.616708527E0,1.090946365E1,1.124199252E1
4.500004142E1,-1.029858398E-1,1.259031830E0,9.239087219E0,9.325046910E0
4.501001342E1,6.391708374E-2,8.422984314E-1,7.239844666E0,7.288957595E0
4.501998642E1,2.448907471E-1,8.408015442E-1,5.924978943E0,5.989348394E0
4.502995942E1,7.514373779E-1,9.213340759E-1,5.448519745E0,5.576726820E0
4.503993142E1,1.622925110E0,1.247056732E0,5.883664856E0,6.229490231E0
4.504990442E1,2.369722137E0,1.130449219E0,6.676566010E0,7.174261783E0
4.505987642E1,2.624642029E0,1.287173309E0,7.277266846E0,7.842459668E0
4.506984942E1,2.637664948E0,1.940115509E0,7.804021454E0,8.463100816E0
4.507982242E1,2.155068512E0,2.329455872E0,8.585546265E0,9.153266609E0
4.508979442E1,1.089135132E0,2.653981018E0,8.953181763E0,9.401558076E0
4.509976742E1,2.649490356E-2,3.064128113E0,8.858279114E0,9.373296748E0
4.510973942E1,-7.113208008E-1,3.175496521E0,8.161029053E0,8.785906364E0
4.511971242E1,-8.640032959E-1,3.593277740E0,7.664960632E0,8.509392934E0
4.512968542E1,-2.339634705E-1,3.685935059E0,7.289391632E0,8.171663633E0
4.513965742E1,6.982978821E-1,3.672612762E0,7.352560272E0,8.248384508E0
4.514963042E1,1.549577637E0,3.565435638E0,7.564519501E0,8.505026597E0
4.515960242E1,2.092798004E0,3.549418945E0,8.041876831E0,9.036036814E0
4.516957542E1,2.499202881E0,3.783981171E0,8.731642456E0,9.839009529E0
4.517954842E1,2.319875793E0,4.205803986E0,8.953331451E0,1.016035211E1
4.518952042E1,1.749561768E0,4.610412598E0,8.654852142E0,9.961091120E0
4.519949342E1,1.136736145E0,4.547243958E0,8.150251465E0,9.401925101E0
4.520946542E1,6.776408386E-1,4.383334808E0,7.535180511E0,8.743670081E0
4.521943842E1,3.350033569E-1,4.141138458E0,6.873406677E0,8.031498884E0
4.522941142E1,1.877096558E-1,4.195924530E0,6.667734375E0,7.880336241E0
4.523938342E1,2.996768188E-1,4.457430725E0,7.128176880E0,8.412455081E0
4.524935642E1,2.471360779E-1,4.380790100E0,7.940088501E0,9.071791639E0
4.525932996E1,4.041595459E-2,4.419409790E0,8.918304291E0,9.953339528E0
4.526930196E1,-1.442999268E-1,4.867428131E0,9.503287811E0,1.067825633E1
4.527927496E1,-8.158035278E-2,5.268144836E0,9.990973663E0,1.129511222E1
4.528924696E1,3.631448364E-1,5.111121368E0,1.018032990E1,1.139712914E1
4.529921996E1,8.110134888E-1,4.849315796E0,9.937534790E0,1.108729923E1
4.530919296E1,1.146914978E0,4.677024078E0,9.164242859E0,1.035245456E1
4.531916496E1,1.350042572E0,4.260590057E0,8.479416962E0,9.585184119E0
4.532913796E1,1.406774597E0,3.952979736E0,7.789202271E0,8.847414061E0
4.533910996E1,1.285227356E0,4.264631653E0,7.507787476E0,8.729591358E0
4.534908296E1,1.005908203E0,4.638554077E0,7.685617676E0,9.033092178E0
4.535905596E1,6.608757019E-1,4.880001984E0,7.866890717E0,9.281117691E0
4.536902796E1,3.519181824E-1,4.964276733E0,8.124654694E0,9.527743898E0
4.537900096E1,1.751358032E-1,4.947212219E0,8.539292450E0,9.870415231E0
4.538897296E1,2.323168945E-1,5.076094208E0,8.795409851E0,1.015775261E1
4.539894596E1,2.068698120E-1,4.832400970E0,8.680149536E0,9.936794766E0
4.540891896E1,2.888992310E-1,4.427193604E0,8.383765869E0,9.485306327E0
4.541889096E1,3.212319946E-1,4.166136475E0,7.971074066E0,8.999883604E0
4.542886396E1,3.614982605E-1,3.958218842E0,7.543263702E0,8.526371132E0
4.543883596E1,3.611988831E-1,3.636986847E0,7.499404907E0,8.342614214E0
4.544880896E1,4.917274475E-1,3.779041443E0,7.352709961E0,8.281623867E0
4.545878196E1,6.903643799E-1,4.322112122E0,7.647896118E0,8.811785926E0
4.546875396E1,1.011596375E0,4.441863098E0,8.622070312E0,9.751593279E0
4.547872696E1,1.460363159E0,4.325255585E0,9.281449127E0,1.034339375E1
4.548869896E1,1.661395111E0,4.536316681E0,9.745484161E0,1.087717170E1
4.549867196E1,1.330732727E0,4.631369019E0,9.815239105E0,1.093431970E1
4.550864496E1,9.581575012E-1,4.612208862E0,9.365424500E0,1.048340176E1
4.551861696E1,4.460723877E-1,4.568200378E0,8.727002106E0,9.860426006E0
4.552858996E1,1.466949463E-1,4.685706024E0,8.311765594E0,9.542683462E0
4.553856296E1,2.260299683E-1,4.765639801E0,8.070317688E0,9.375096791E0
4.554853496E1,4.110452271E-1,4.613705750E0,8.172704773E0,9.394058879E0
4.555850796E1,6.185137939E-1,4.527035980E0,8.712631989E0,9.838016581E0
4.556847996E1,8.888516235E-1,4.622687073E0,9.237740021E0,1.036798600E1
4.557845296E1,9.298663330E-1,4.645739136E0,9.719288635E0,1.081259058E1
4.558842596E1,7.708969116E-1,4.695286102E0,9.715995483E0,1.081852864E1
4.559839796E1,6.173162842E-1,4.690645752E0,9.247918854E0,1.038784097E1
4.560837096E1,4.748126221E-1,4.689597931E0,8.604856110E0,9.811285565E0
4.561834296E1,4.424798584E-1,4.658911743E0,8.002209320E0,9.270199623E0
4.562831596E1,4.082011414E-1,4.503684540E0,7.681426392E0,8.913703720E0
4.563828896E1,4.457730103E-1,4.538562012E0,7.234605560E0,8.552004228E0
4.564826096E1,5.087919617E-1,4.632117462E0,6.992558899E0,8.403050720E0
4.565823396E1,6.279441833E-1,4.660708008E0,7.032226410E0,8.459829863E0
4.566820596E1,6.408174133E-1,4.959786072E0,7.374564514E0,8.910349410E0
4.567817896E1,4.608915710E-1,5.409600677E0,8.038134613E0,9.699887040E0
4.568815196E1,2.194436646E-1,5.818699951E0,8.757089539E0,1.051627509E1
4.569812396E1,4.535568237E-2,5.995781708E0,9.565857697E0,1.128968950E1
4.570809696E1,-9.729766846E-2,5.760171661E0,1.017149826E1,1.168967156E1
4.571806896E1,-1.803749084E-1,5.565875702E0,1.028047165E1,1.169186062E1
4.572804196E1,-1.207987976E-1,5.292993164E0,1.023257126E1,1.152110600E1
4.573801496E1,8.517288208E-2,4.996160431E0,9.760752411E0,1.096545307E1
4.574798696E1,2.296224976E-1,4.759652252E0,9.429940338E0,1.056554735E1
4.575795996E1,6.409671021E-1,4.931644592E0,9.342821503E0,1.058396291E1
4.576793196E1,1.066831512E0,4.950954437E0,9.355395355E0,1.063830351E1
4.577790496E1,1.094374237E0,4.847519531E0,9.762548676E0,1.095460895E1
4.578787796E1,9.262738037E-1,4.994064789E0,9.508676605E0,1.078024105E1
4.579784996E1,7.229965210E-1,5.030139771E0,8.952583008E0,1.029435635E1
4.580782296E1,5.105882263E-1,5.038522339E0,8.620872803E0,9.998342642E0
4.581779496E1,4.885839844E-1,4.990921326E0,8.248147888E0,9.652976410E0
4.582776796E1,5.294490051E-1,4.743635559E0,7.939639435E0,9.263922977E0
4.583774096E1,4.694238281E-1,4.555626526E0,7.616611176E0,8.887455067E0
4.584771296E1,5.370831299E-1,4.615052948E0,7.411387939E0,8.747333490E0
4.585768596E1,6.171665955E-1,4.658013611E0,7.352709961E0,8.725842605E0
4.586765796E1,7.144642639E-1,4.744982758E0,7.601342926E0,8.989201012E0
4.587763096E1,8.541238403E-1,4.794679413E0,7.800129547E0,9.195678287E0
4.588760396E1,7.837701416E-1,4.799170074E0,7.952063599E0,9.321032374E0
4.589757596E1,5.480104065E-1,4.919220428E0,8.112829285E0,9.503527978E0
4.590754896E1,3.344046021E-1,5.060227203E0,8.124205627E0,9.577079036E0
4.591752096E1,2.234852600E-1,5.043611755E0,8.156538391E0,9.592553556E0
4.592749396E1,-3.233276367E-2,4.934488678E0,8.052055664E0,9.443824667E0
4.593746696E1,-2.508782959E-1,5.013524323E0,8.186625824E0,9.603083277E0
4.594743896E1,-1.974394226E-1,5.103187866E0,8.322393494E0,9.764412025E0
4.595741196E1,5.254074097E-2,5.012775879E0,8.776249695E0,1.010708866E1
4.596738496E1,5.245092773E-1,4.989723816E0,9.038204956E0,1.033738858E1
4.597735696E1,8.500822449E-1,4.887935486E0,9.116941223E0,1.037945906E1
4.598732996E1,1.301094360E0,4.769382019E0,9.024283905E0,1.028968179E1
4.599730196E1,1.427731018E0,4.786596222E0,8.869056702E0,1.017890397E1
4.600727496E1,1.250349884E0,5.048401794E0,8.986861725E0,1.038332409E1
4.601724696E1,8.475375366E-1,5.121599579E0,9.077423401E0,1.045699372E1
4.602721996E1,6.036946106E-1,4.954546967E0,8.740025024E0,1.006479112E1
4.603719296E1,5.773493958E-1,4.952750702E0,8.581504669E0,9.924983336E0
4.604716496E1,5.077441406E-1,4.928351440E0,8.551566925E0,9.883104214E0
4.605713796E1,5.860313416E-1,4.951403503E0,8.343499603E0,9.719764144E0
4.606710996E1,5.785469055E-1,4.853207703E0,8.326285400E0,9.654810723E0
4.607708296E1,5.924679565E-1,4.862638092E0,8.247399445E0,9.592490036E0
4.608705596E1,4.677772522E-1,4.844226379E0,8.430019684E0,9.733990787E0
4.609702796E1,3.191363525E-1,4.903503113E0,8.411907349E0,9.741990353E0
4.610700096E1,1.811233521E-1,4.800068207E0,8.398285675E0,9.674950271E0
4.611697296E1,5.523513794E-2,4.734953613E0,8.283624115E0,9.541554649E0
4.612694596E1,-1.131646729E-1,4.781357117E0,8.141719208E0,9.442551233E0
4.613691896E1,-1.486408997E-1,4.734354858E0,8.113128662E0,9.394629675E0
4.614689096E1,1.796264648E-2,4.675377502E0,8.260422363E0,9.491788823E0
4.615686396E1,3.109034729E-1,4.761747894E0,8.363707581E0,9.629252747E0
4.616683696E1,4.143383789E-1,4.749772797E0,8.476123810E0,9.725054897E0
4.617680896E1,4.586462402E-1,4.844525757E0,8.569978638E0,9.855167174E0
4.618678196E1,4.444258118E-1,5.002447357E0,8.752449188E0,1.009095440E1
4.619675396E1,4.011657715E-1,5.125491486E0,8.913214874E0,1.028965482E1
4.620672696E1,2.538720703E-1,5.195994873E0,9.067843323E0,1.045411863E1
4.621669996E1,1.254391479E-1,5.124293976E0,8.999435577E0,1.035683178E1
4.622667196E1,1.604663086E-1,5.039420471E0,8.714577942E0,1.006803739E1
4.623664496E1,1.836680603E-1,5.034780121E0,8.443940735E0,9.832745291E0
4.624661696E1,2.180964661E-1,5.031786346E0,8.080197144E0,9.521345797E0
4.625659042E1,2.487826538E-1,4.987179108E0,7.847131805E0,9.301146479E0
4.626656242E1,3.080593872E-1,4.977299652E0,7.656128998E0,9.136997518E0
4.627653542E1,4.593946838E-1,4.874762878E0,7.698640594E0,9.123783404E0
4.628650842E1,4.948709106E-1,4.774321747E0,7.764503632E0,9.128338403E0
4.629648042E1,4.370910645E-1,4.796625366E0,8.041427765E0,9.373538499E0
4.630645342E1,3.288661194E-1,4.874164124E0,8.217461700E0,9.559932302E0
4.631642542E1,2.306703186E-1,4.887336731E0,8.408614197E0,9.728517967E0
4.632639842E1,1.941462708E-1,4.885091400E0,8.466543732E0,9.776715886E0
4.633637142E1,2.233355713E-1,4.992418213E0,8.400680695E0,9.774740637E0
4.634634342E1,2.378553772E-1,5.154231720E0,8.453221436E0,9.903516166E0
4.635631642E1,3.074606323E-1,5.261259155E0,8.537645874E0,1.003328346E1
4.636628942E1,3.984713745E-1,5.394631805E0,8.499924316E0,1.007519455E1
4.637626142E1,3.915856934E-1,5.368585968E0,8.436007233E0,1.000706114E1
4.638623442E1,4.469705200E-1,5.299579468E0,8.751251678E0,1.024059232E1
4.639620642E1,4.333488464E-1,5.146148529E0,8.895701294E0,1.028611382E1
4.640617942E1,4.017645264E-1,5.046156464E0,8.822653198E0,1.017174121E1
4.641615142E1,3.803590393E-1,5.008434906E0,8.967551880E0,1.027842789E1
4.642612442E1,2.930905151E-1,5.128784637E0,8.995094604E0,1.035867081E1
4.643609742E1,2.534230042E-1,5.280119934E0,8.663384399E0,1.014879889E1
4.644606942E1,1.401086426E-1,5.282814331E0,8.315358124E0,9.852559993E0
4.645604242E1,1.145118713E-1,5.219346313E0,8.077353058E0,9.617604761E0
4.646601442E1,1.124162292E-1,5.229974213E0,8.064180450E0,9.612298061E0
4.647598742E1,2.823129272E-1,5.187013550E0,8.023016052E0,9.557907550E0
4.648596042E1,3.800596619E-1,5.191354523E0,7.926466827E0,9.482799349E0
4.649593242E1,4.951702881E-1,5.093757477E0,7.859406281E0,9.378796614E0
4.650590542E1,5.544470215E-1,4.854704590E0,7.847281494E0,9.244208728E0
4.651587742E1,5.586383057E-1,4.719685364E0,8.010741577E0,9.314477296E0
4.652585042E1,5.667214966E-1,4.781656494E0,8.314310303E0,9.607974183E0
4.653582342E1,5.197192383E-1,4.827910309E0,8.432564392E0,9.730722905E0
4.654579542E1,4.328997803E-1,4.750820618E0,8.595575409E0,9.830646742E0
4.655576842E1,4.164340210E-1,4.697681122E0,8.640631714E0,9.843888542E0
4.656574042E1,4.242178345E-1,4.748874664E0,8.579109650E0,9.814932182E0
4.657571342E1,4.421804810E-1,4.856201477E0,8.475974121E0,9.778566033E0
4.658568642E1,4.556524658E-1,4.947810974E0,8.401728516E0,9.761019140E0
4.659565842E1,4.963677979E-1,4.963977356E0,8.188871155E0,9.588798828E0
4.660563142E1,5.291496277E-1,4.947511597E0,7.930358734E0,9.362075623E0
4.661560342E1,5.980064392E-1,4.974754944E0,7.958949280E0,9.404821747E0
4.662557642E1,5.986051941E-1,4.980592804E0,8.016579437E0,9.456753076E0
4.663554942E1,4.583468628E-1,5.021906891E0,8.102500763E0,9.543592053E0
4.664552142E1,3.832031250E-1,5.123096466E0,8.299491119E0,9.760866502E0
4.665549442E1,4.150868225E-1,5.158722382E0,8.555907898E0,9.999413665E0
4.666546642E1,4.104464722E-1,5.097649384E0,8.658893738E0,1.005638784E1
4.667543942E1,4.504133606E-1,5.078938293E0,8.564739532E0,9.967610027E0
4.668541242E1,5.158273315E-1,5.114564209E0,8.584648132E0,1.000604959E1
4.669538442E1,4.306544495E-1,5.066813507E0,8.473279724E0,9.882030745E0
4.670535742E1,3.610491943E-1,4.958887939E0,8.279881897E0,9.658021037E0
4.671532942E1,4.403842163E-1,4.920268250E0,8.166717224E0,9.544540226E0
4.672530242E1,4.282594299E-1,4.921765137E0,8.314010925E0,9.671088660E0
4.673527542E1,3.444337463E-1,4.960983582E0,8.366551666E0,9.732891630E0
4.674524742E1,3.218307495E-1,4.953499146E0,8.372239838E0,9.733197250E0
4.675522042E1,3.701802063E-1,4.929249573E0,8.373137970E0,9.723372573E0
4.676519242E1,3.656895447E-1,4.928650818E0,8.295000458E0,9.655690567E0
4.677516542E1,3.628454590E-1,4.947960663E0,8.190068665E0,9.575552009E0
4.678513842E1,3.852987671E-1,4.913981323E0,8.087232513E0,9.470955459E0
4.679511042E1,4.014651489E-1,4.893174591E0,8.065976715E0,9.442685646E0
4.680508342E1,3.983216858E-1,4.921914825E0,8.133186951E0,9.514863934E0
4.681505542E1,4.147874451E-1,4.919819183E0,8.195008392E0,9.567383758E0
4.682502842E1,4.237687683E-1,4.922214203E0,8.528814240E0,9.856391072E0
4.683500042E1,3.978726196E-1,5.003495178E0,8.854536896E0,1.017821646E1
4.684497342E1,3.200344849E-1,5.077441406E0,8.812025299E0,1.017519647E1
4.685494642E1,3.637435913E-1,5.046306152E0,8.648116150E0,1.001935268E1
4.686491842E1,3.444337463E-1,4.957091675E0,8.483159180E0,9.831346914E0
4.687489142E1,2.933898926E-1,4.997208252E0,8.236322479E0,9.638214354E0
4.688486442E1,3.608995056E-1,5.024002533E0,7.915689240E0,9.382376354E0
4.689483642E1,4.745132446E-1,4.939877472E0,7.860005035E0,9.295549011E0
4.690480942E1,4.599934387E-1,4.871170349E0,8.055348816E0,9.424889340E0
4.691478142E1,4.152365112E-1,4.941224670E0,8.259075165E0,9.633298769E0
4.692475442E1,4.225712585E-1,5.059179382E0,8.427025909E0,9.838121171E0
4.693472642E1,4.514611816E-1,5.066963196E0,8.532406769E0,9.933775641E0
4.694469942E1,4.328997803E-1,4.916076965E0,8.503516846E0,9.831836741E0
4.695467242E1,4.742138672E-1,4.824317780E0,8.420738983E0,9.716365877E0
4.696464442E1,4.766088867E-1,4.801415405E0,8.271649017E0,9.576059910E0
4.697461742E1,4.082011414E-1,4.839586029E0,8.202642517E0,9.532657833E0
4.698458942E1,3.556604004E-1,4.880750427E0,8.323740692E0,9.655717382E0
4.699456242E1,3.025209045E-1,4.903952179E0,8.577912140E0,9.885385301E0
4.700453542E1,2.251318359E-1,4.854854279E0,8.609346771E0,9.886412202E0
4.701450742E1,2.318678284E-1,4.858297119E0,8.583450623E0,9.865720358E0
4.702448042E1,1.877096558E-1,4.837340698E0,8.444389801E0,9.733592300E0
4.703445242E1,1.799258423E-1,4.828658752E0,8.337212677E0,9.636256217E0
4.704442542E1,1.240919495E-1,4.774621124E0,8.166866913E0,9.460978853E0
4.705439842E1,7.858657837E-2,4.727768555E0,8.041577454E0,9.328715844E0
4.706437042E1,1.428030396E-1,4.648583221E0,8.050259399E0,9.297117568E0
4.707434342E1,1.607656860E-1,4.552483063E0,8.007598114E0,9.212631285E0
4.708431542E1,1.646575928E-1,4.600084076E0,8.092172241E0,9.309733466E0
4.709428842E1,2.299218750E-1,4.634961548E0,8.440647583E0,9.632251255E0
4.710426142E1,2.350112915E-1,4.593797150E0,8.986712036E0,1.009550374E1
4.711423342E1,-3.802093506E-2,4.536765747E0,9.686207428E0,1.069608823E1
4.712420642E1,1.871109009E-1,4.934488678E0,9.563013611E0,1.076268639E1
4.713417842E1,3.058140564E-1,5.279221802E0,9.013206940E0,1.044995715E1
4.714415142E1,1.437011719E-1,5.173990631E0,8.707841949E0,1.013002174E1
4.715412442E1,2.007325745E-1,4.923561401E0,8.603808289E0,9.915002144E0
4.716409642E1,3.975732422E-1,4.815336456E0,8.499325562E0,9.776710319E0
4.717406942E1,4.188290405E-1,4.825964355E0,8.368946686E0,9.669778609E0
4.718404142E1,3.415896606E-1,4.787494354E0,8.218808899E0,9.517647052E0
4.719401442E1,3.622467041E-1,4.838987274E0,8.262218628E0,9.581820139E0
4.720398642E1,3.504212952E-1,4.819827118E0,8.272098083E0,9.580247138E0
4.721395942E1,2.309696960E-1,4.836292877E0,8.155490570E0,9.484466365E0
4.722393242E1,1.764830017E-1,5.017116852E0,8.141569519E0,9.564923522E0
4.723390442E1,2.748284912E-1,4.978048096E0,7.999963989E0,9.426341675E0
4.724387742E1,2.716850281E-1,5.017715607E0,7.980654144E0,9.430913171E0
4.725384879E1,2.281256104E-1,5.112169189E0,7.999814301E0,9.496491139E0
4.726382179E1,1.742376709E-1,5.100792847E0,8.086334381E0,9.562282685E0
4.727379479E1,5.703140259E-2,5.040767670E0,8.255332947E0,9.672802766E0
4.728376679E1,-8.173004150E-2,5.127287750E0,8.695417786E0,1.009485265E1
4.729373979E1,-3.303630066E-1,5.689219208E0,8.984017639E0,1.063902852E1
4.730371179E1,-4.956193542E-1,5.605393524E0,9.187743988E0,1.077407605E1
4.731368479E1,-5.068460083E-1,5.250331879E0,9.251960449E0,1.064996009E1
4.732365779E1,-4.249662781E-1,5.069657593E0,9.004375305E0,1.034218541E1
4.733362979E1,-1.989363098E-1,5.042713623E0,8.574169922E0,9.949116855E0
4.734360279E1,6.601272583E-2,4.933590546E0,8.131390686E0,9.511266364E0
4.735357479E1,3.752696228E-1,4.873265991E0,7.636669464E0,9.066877589E0
4.736354779E1,5.863307190E-1,4.696932678E0,7.358098755E0,8.749090100E0
4.737351979E1,6.348298645E-1,4.111949158E0,7.500303040E0,8.577043810E0
4.738349279E1,5.379812622E-1,3.204985199E0,7.805368652E0,8.454888158E0
4.739346579E1,4.819976807E-1,2.690954132E0,8.270002441E0,8.710137558E0
4.740343779E1,6.388714600E-1,3.182831268E0,8.709189148E0,9.294543950E0
4.741341079E1,6.876699829E-1,4.082460480E0,8.690627747E0,9.626338047E0
4.742338279E1,6.773414612E-1,4.752916260E0,8.301437073E0,9.589726894E0
4.743335579E1,7.658074951E-1,5.042863312E0,7.816295929E0,9.333349535E0
4.744332879E1,9.285191345E-1,5.042114868E0,7.460036774E0,9.051917962E0
4.745330079E1,1.057251434E0,4.953199768E0,7.369475098E0,8.942098845E0
4.746327379E1,9.626481628E-1,4.775668945E0,7.584278412E0,9.014154669E0
4.747324579E1,7.500901794E-1,4.747826843E0,8.252039795E0,9.549903444E0
4.748321879E1,6.384223938E-1,5.005141754E0,9.072783051E0,1.038144592E1
4.749319179E1,4.444258118E-1,5.110672302E0,1.010922775E1,1.133635618E1
4.750316379E1,4.417314148E-1,5.205125885E0,1.077249847E1,1.197226735E1
4.751313679E1,4.779560852E-1,4.969815216E0,1.058448944E1,1.170294502E1
4.752310879E1,4.785548401E-1,4.464166718E0,1.002749771E1,1.098674245E1
4.753308179E1,5.953120422E-1,3.986360321E0,9.433981934E0,1.025892198E1
4.754305479E1,6.081852722E-1,3.438499603E0,8.751700745E0,9.422602335E0
4.755302679E1,5.207670593E-1,2.940634918E0,8.327931976E0,8.847201990E0
4.756299979E1,4.195774841E-1,2.980452118E0,8.474926300E0,8.993526332E0
4.757297179E1,1.764830017E-1,3.322490845E0,9.121132507E0,9.709024147E0
4.758294479E1,-1.666035461E-1,3.536396027E0,9.672885132E0,1.030041554E1
4.759291679E1,-1.597178650E-1,3.906426544E0,9.192983093E0,9.989825639E0
4.760288979E1,-7.768844604E-2,3.855532379E0,9.015152893E0,9.805312188E0
4.761286279E1,-3.847000122E-2,3.629053345E0,8.688382416E0,9.415917222E0
4.762283479E1,-1.094224548E-1,3.351380768E0,8.430019684E0,9.072428462E0
4.763280779E1,-2.116598511E-1,2.940185852E0,8.459208984E0,8.958108583E0
4.764277979E1,-2.377056885E-1,2.500250702E0,8.594377899E0,8.953830970E0
4.765275279E1,-2.176473999E-1,2.275268555E0,9.046288147E0,9.330570541E0
4.766272579E1,-1.761836243E-1,2.169738007E0,9.814191284E0,1.005271875E1
4.767269779E1,-1.814227295E-1,2.176473999E0,1.036953644E1,1.059703917E1
4.768267079E1,-1.826202393E-1,2.176473999E0,1.033420990E1,1.056249419E1
4.769264279E1,-7.978408813E-2,1.958676910E0,1.017628830E1,1.036337900E1
4.770261579E1,5.239105225E-2,1.600322113E0,1.004875351E1,1.017552076E1
4.771258779E1,1.420545959E-1,1.323996735E0,9.919572144E0,1.000854926E1
4.772256079E1,1.242416382E-1,1.174158325E0,9.852960663E0,9.923452906E0
4.773253379E1,-1.496887207E-2,9.430389404E-1,9.500294037E0,9.546996035E0
4.774250579E1,-8.696914673E-2,8.737330627E-1,9.392817535E0,9.433768831E0
4.775247879E1,-1.725910950E-1,9.141490173E-1,9.867031403E0,9.910790322E0
4.776245079E1,-2.845582581E-1,8.776249695E-1,1.008288254E1,1.012500465E1
4.777242379E1,-3.441343689E-1,7.921527100E-1,9.973310394E0,1.001063707E1
4.778239679E1,-2.730322266E-1,5.453160095E-1,9.633666687E0,9.652950325E0
4.779236879E1,-1.320254517E-1,3.388952637E-1,9.412875824E0,9.419899787E0
4.780234179E1,-6.601272583E-2,2.924917603E-1,9.469607849E0,9.474353905E0
4.781231379E1,8.382568359E-3,3.600013733E-1,9.508975983E0,9.515791901E0
4.782228679E1,6.945556641E-2,3.598516846E-1,9.257498932E0,9.264750606E0
4.783225979E1,1.600172424E-1,3.529660034E-1,9.184151459E0,9.192324436E0
4.784223179E1,1.972897339E-1,2.409988403E-1,9.318871307E0,9.324074545E0
4.785220479E1,1.365161133E-1,-1.002914429E-1,9.321416016E0,9.322955087E0
4.786217679E1,1.636097717E-1,-5.282514954E-1,9.867181091E0,9.882665657E0
4.787214979E1,2.185455322E-1,-8.819659424E-1,1.020203476E1,1.024241863E1
4.788212179E1,2.444416809E-1,-1.033750305E0,9.945019226E0,1.000158982E1
4.789209479E1,2.924917603E-1,-9.696835327E-1,9.761051788E0,9.813458595E0
4.790206779E1,3.350033569E-1,-9.253756714E-1,9.653724976E0,9.703759750E0
4.791203979E1,3.097059631E-1,-9.629475403E-1,9.598489838E0,9.651641980E0
4.792201279E1,2.674937439E-1,-1.079555054E0,9.659263458E0,9.723084005E0
4.793198479E1,3.511697388E-1,-1.215622101E0,9.592202911E0,9.675299167E0
4.794195779E1,4.017645264E-1,-1.302890625E0,9.586664429E0,9.683133459E0
4.795193079E1,3.941304016E-1,-1.326092377E0,9.605225830E0,9.704340421E0
4.796190279E1,3.588038635E-1,-1.335971832E0,9.629026337E0,9.727883076E0
4.797187579E1,3.082090759E-1,-1.305435333E0,9.704918518E0,9.797172944E0
4.798184779E1,2.275268555E-1,-1.287921753E0,9.937235413E0,1.002293163E1
4.799182079E1,1.239422607E-1,-1.189725952E0,1.019380188E1,1.026374231E1
4.800179379E1,5.987548828E-2,-1.050515442E0,1.018467087E1,1.023888121E1
4.801176579E1,2.107617188E-1,-8.381071472E-1,1.004605911E1,1.008316160E1
4.802173879E1,3.890409851E-1,-3.629951477E-1,1.015952316E1,1.017344727E1
4.803171079E1,5.057981873E-1,-6.571334839E-2,1.017449203E1,1.018726844E1
4.804168379E1,7.253915405E-1,-3.719764709E-1,1.008497818E1,1.011787252E1
4.805165579E1,7.867639160E-1,-6.396199036E-1,9.858349457E0,9.910356456E0
4.806162879E1,8.008346558E-1,-6.598278809E-1,9.868677979E0,9.923079866E0
4.807160179E1,7.860154724E-1,-5.658233643E-1,1.014575180E1,1.019187206E1
4.808157379E1,6.487509155E-1,-2.233355713E-1,1.010383896E1,1.012710809E1
4.809154679E1,6.128256226E-1,1.480421448E-1,9.776769104E0,9.797075371E0
4.810151879E1,7.348219299E-1,5.486091614E-1,9.527836761E0,9.571865473E0
4.811149179E1,7.933502197E-1,8.765771484E-1,9.242679749E0,9.317989107E0
4.812146479E1,8.649014282E-1,1.200204163E0,9.009764099E0,9.130410376E0
4.813143679E1,9.255253601E-1,1.358574829E0,8.799451447E0,8.951685233E0
4.814140979E1,9.912387085E-1,1.644330597E0,8.948391724E0,9.152053962E0
4.815138179E1,1.147513733E0,2.347268829E0,9.274563446E0,9.635558408E0
4.816135479E1,1.235381012E0,2.888992310E0,9.833950195E0,1.032371151E1
4.817132679E1,1.234333191E0,3.184477844E0,9.928403778E0,1.049941328E1
4.818129979E1,1.202599182E0,3.472179565E0,9.561067657E0,1.024286535E1
4.819127279E1,1.198108521E0,3.629053345E0,9.123677216E0,9.891763146E0
4.820124479E1,1.039288788E0,3.597319336E0,8.762478333E0,9.529000688E0
4.821121779E1,8.081694031E-1,3.487447815E0,8.611592102E0,9.326036059E0
4.822118979E1,7.087760925E-1,3.620072021E0,8.577163696E0,9.336756507E0
4.823116279E1,7.394622803E-1,3.877237244E0,8.308921509E0,9.198801539E0
4.824113579E1,7.599696350E-1,4.086202698E0,8.129145355E0,9.130038912E0
4.825110779E1,8.069718933E-1,4.219575348E0,7.950566711E0,9.037008951E0
4.826108054E1,8.158035278E-1,4.352947998E0,7.906558228E0,9.062414395E0
